sim,year,species_code,ess,value,in_out
1,2017,10110,ess_f,3990.206936409485,in
1,2019,10110,ess_f,4292.739686631512,in
1,2021,10110,ess_f,4171.891063286872,in
1,2017,10130,ess_f,2403.1311490406374,in
1,2019,10130,ess_f,773.6767901789426,in
1,2021,10130,ess_f,3073.873639892033,in
1,2017,10180,ess_f,244.5820900622965,in
1,2019,10180,ess_f,495.9609941774825,in
1,2021,10180,ess_f,481.45360367455817,in
1,2017,10200,ess_f,1127.8584303835237,in
1,2019,10200,ess_f,2606.152060877895,in
1,2021,10200,ess_f,782.8893195748589,in
1,2017,10261,ess_f,857.3775844402415,in
1,2019,10261,ess_f,1656.9712872821722,in
1,2021,10261,ess_f,327.59112870720367,in
1,2017,10262,ess_f,1134.9013151604966,in
1,2019,10262,ess_f,2224.45368934147,in
1,2021,10262,ess_f,2286.504686493426,in
1,2017,20510,ess_f,409.1840486548669,in
1,2019,20510,ess_f,1064.563099303619,in
1,2021,20510,ess_f,1982.2414787654657,in
1,2017,21720,ess_f,656.1129504535259,in
1,2019,21720,ess_f,118.7585859856063,in
1,2021,21720,ess_f,623.6636751869117,in
1,2017,21740,ess_f,62.001040435347406,in
1,2019,21740,ess_f,533.2329460379616,in
1,2021,21740,ess_f,156.60307588291118,in
1,2017,30060,ess_f,709.3905773713061,in
1,2019,30060,ess_f,1052.9401463630804,in
1,2021,30060,ess_f,296.6376384448194,in
1,2017,10110,ess_m,2190.552738056926,in
1,2019,10110,ess_m,2463.9581124212523,in
1,2021,10110,ess_m,1768.8261541604404,in
1,2017,10130,ess_m,1757.2625051081093,in
1,2019,10130,ess_m,1178.7018393613166,in
1,2021,10130,ess_m,1907.545925341276,in
1,2017,10180,ess_m,592.0045383008409,in
1,2019,10180,ess_m,540.6320257282192,in
1,2021,10180,ess_m,470.397815115311,in
1,2017,10200,ess_m,791.0178726778217,in
1,2019,10200,ess_m,2848.1211721152345,in
1,2021,10200,ess_m,957.0050597974108,in
1,2017,10261,ess_m,670.1120734449238,in
1,2019,10261,ess_m,284.5552994977391,in
1,2021,10261,ess_m,137.50675956365174,in
1,2017,10262,ess_m,380.37862206987575,in
1,2019,10262,ess_m,1018.3010140804522,in
1,2021,10262,ess_m,744.1699748191029,in
1,2017,20510,ess_m,637.0245885960773,in
1,2019,20510,ess_m,736.91368581706,in
1,2021,20510,ess_m,2123.4554256811657,in
1,2017,21720,ess_m,729.9764338448573,in
1,2019,21720,ess_m,185.64707190823745,in
1,2021,21720,ess_m,555.9039478892564,in
1,2017,21740,ess_m,102.15044767325196,in
1,2019,21740,ess_m,995.8174854054566,in
1,2021,21740,ess_m,114.13784559361628,in
1,2017,30060,ess_m,669.2961839624029,in
1,2019,30060,ess_m,500.162349772497,in
1,2021,30060,ess_m,494.5433157518489,in
1,2017,10110,ess_t,4572.626770667338,in
1,2019,10110,ess_t,3082.0157488655286,in
1,2021,10110,ess_t,6120.903533471155,in
1,2017,10130,ess_t,1624.6251662197556,in
1,2019,10130,ess_t,1805.8355357532375,in
1,2021,10130,ess_t,4478.470920450219,in
1,2017,10180,ess_t,591.8417495325837,in
1,2019,10180,ess_t,862.5046899887658,in
1,2021,10180,ess_t,1285.1976519413931,in
1,2017,10200,ess_t,721.691553365921,in
1,2019,10200,ess_t,4281.3048873934495,in
1,2021,10200,ess_t,1087.812785789417,in
1,2017,10261,ess_t,758.1060792140584,in
1,2019,10261,ess_t,1592.889605552948,in
1,2021,10261,ess_t,288.02774329565983,in
1,2017,10262,ess_t,929.018501942126,in
1,2019,10262,ess_t,3014.666674661076,in
1,2021,10262,ess_t,4189.376334156024,in
1,2017,20510,ess_t,1446.8458113116833,in
1,2019,20510,ess_t,1102.283341934595,in
1,2021,20510,ess_t,1415.5923857256264,in
1,2017,21720,ess_t,1117.4910357157048,in
1,2019,21720,ess_t,174.27444291867565,in
1,2021,21720,ess_t,884.0292947317682,in
1,2017,21740,ess_t,173.2365455040773,in
1,2019,21740,ess_t,555.0236263672871,in
1,2021,21740,ess_t,262.38047638755177,in
1,2017,30060,ess_t,543.3092400412181,in
1,2019,30060,ess_t,1182.954720276615,in
1,2021,30060,ess_t,546.501223172085,in
2,2017,10110,ess_f,988.6874868193848,in
2,2019,10110,ess_f,6947.255933029477,in
2,2021,10110,ess_f,2388.8506644165836,in
2,2017,10130,ess_f,505.40985366611886,in
2,2019,10130,ess_f,1186.5229792470554,in
2,2021,10130,ess_f,724.869356809325,in
2,2017,10180,ess_f,430.8825607297422,in
2,2019,10180,ess_f,581.0756991070763,in
2,2021,10180,ess_f,681.3008550235784,in
2,2017,10200,ess_f,1943.8334315857844,in
2,2019,10200,ess_f,1406.4913021350712,in
2,2021,10200,ess_f,1252.1311735849488,in
2,2017,10261,ess_f,839.1198167382538,in
2,2019,10261,ess_f,921.8781345282488,in
2,2021,10261,ess_f,346.4137846823125,in
2,2017,10262,ess_f,2670.1578309113943,in
2,2019,10262,ess_f,1148.007284796587,in
2,2021,10262,ess_f,650.4872621640043,in
2,2017,20510,ess_f,247.40776068246657,in
2,2019,20510,ess_f,1237.2848324975323,in
2,2021,20510,ess_f,1548.121542824114,in
2,2017,21720,ess_f,169.71528556565522,in
2,2019,21720,ess_f,163.72072309579616,in
2,2021,21720,ess_f,669.2522126032584,in
2,2017,21740,ess_f,54.503262416682944,in
2,2019,21740,ess_f,1427.7160058549828,in
2,2021,21740,ess_f,464.7150945287013,in
2,2017,30060,ess_f,54.308663022375,in
2,2019,30060,ess_f,1134.4757858184576,in
2,2021,30060,ess_f,134.00578641147632,in
2,2017,10110,ess_m,574.3063459342209,in
2,2019,10110,ess_m,2622.9674260370607,in
2,2021,10110,ess_m,1408.9545824918723,in
2,2017,10130,ess_m,749.8485886770135,in
2,2019,10130,ess_m,1759.3879355580452,in
2,2021,10130,ess_m,709.527434969478,in
2,2017,10180,ess_m,603.8881418386175,in
2,2019,10180,ess_m,605.2317000713828,in
2,2021,10180,ess_m,512.4585611333852,in
2,2017,10200,ess_m,465.286163440834,in
2,2019,10200,ess_m,379.3604210841676,in
2,2021,10200,ess_m,1094.0257352312642,in
2,2017,10261,ess_m,1145.363530933483,in
2,2019,10261,ess_m,553.1633553386737,in
2,2021,10261,ess_m,831.1249295366351,in
2,2017,10262,ess_m,477.4148024412005,in
2,2019,10262,ess_m,619.3699545096213,in
2,2021,10262,ess_m,1018.1188997022074,in
2,2017,20510,ess_m,371.5803766795695,in
2,2019,20510,ess_m,716.2552357090061,in
2,2021,20510,ess_m,666.3332553336186,in
2,2017,21720,ess_m,164.8513265053616,in
2,2019,21720,ess_m,216.75651317406755,in
2,2021,21720,ess_m,665.3669294094493,in
2,2017,21740,ess_m,32.68766612281053,in
2,2019,21740,ess_m,821.569581213096,in
2,2021,21740,ess_m,524.847175845107,in
2,2017,30060,ess_m,67.60364506883538,in
2,2019,30060,ess_m,804.2146076821936,in
2,2021,30060,ess_m,178.49804895444322,in
2,2017,10110,ess_t,1319.7009500119564,in
2,2019,10110,ess_t,5991.155321613825,in
2,2021,10110,ess_t,5873.051386208392,in
2,2017,10130,ess_t,1736.185031409755,in
2,2019,10130,ess_t,3382.5609307061745,in
2,2021,10130,ess_t,2811.9542672427483,in
2,2017,10180,ess_t,682.3016648794957,in
2,2019,10180,ess_t,995.4947091165756,in
2,2021,10180,ess_t,1360.2230453830225,in
2,2017,10200,ess_t,925.106131205638,in
2,2019,10200,ess_t,571.1084086540445,in
2,2021,10200,ess_t,2763.4894368658183,in
2,2017,10261,ess_t,1439.5106567743592,in
2,2019,10261,ess_t,440.36759330902873,in
2,2021,10261,ess_t,967.3802589221564,in
2,2017,10262,ess_t,1632.7753532275178,in
2,2019,10262,ess_t,2368.49923074511,in
2,2021,10262,ess_t,1274.2355650211985,in
2,2017,20510,ess_t,50.34152228203547,in
2,2019,20510,ess_t,3332.371833463232,in
2,2021,20510,ess_t,2297.3350167374797,in
2,2017,21720,ess_t,201.39384691060036,in
2,2019,21720,ess_t,219.2599396737591,in
2,2021,21720,ess_t,910.9555571704695,in
2,2017,21740,ess_t,50.924720365644255,in
2,2019,21740,ess_t,1895.9121059417264,in
2,2021,21740,ess_t,599.449259994894,in
2,2017,30060,ess_t,223.0476934533955,in
2,2019,30060,ess_t,1072.0223859502944,in
2,2021,30060,ess_t,154.21593284817985,in
3,2017,10110,ess_f,2740.647521757918,in
3,2019,10110,ess_f,3879.667003216949,in
3,2021,10110,ess_f,2472.161183966805,in
3,2017,10130,ess_f,1105.975288971652,in
3,2019,10130,ess_f,1024.233654555837,in
3,2021,10130,ess_f,1555.1401963329895,in
3,2017,10180,ess_f,360.5527510487516,in
3,2019,10180,ess_f,584.2187620007662,in
3,2021,10180,ess_f,477.11667331661545,in
3,2017,10200,ess_f,631.4501946617435,in
3,2019,10200,ess_f,2181.23522806402,in
3,2021,10200,ess_f,1817.504134584094,in
3,2017,10261,ess_f,539.2009841296519,in
3,2019,10261,ess_f,515.02099110995,in
3,2021,10261,ess_f,137.5716979065826,in
3,2017,10262,ess_f,1083.65486962722,in
3,2019,10262,ess_f,1598.7929984873274,in
3,2021,10262,ess_f,3411.8005566453176,in
3,2017,20510,ess_f,137.20075033343295,in
3,2019,20510,ess_f,1512.2482740435964,in
3,2021,20510,ess_f,713.4089724347796,in
3,2017,21720,ess_f,794.7393135331118,in
3,2019,21720,ess_f,242.3769392575995,in
3,2021,21720,ess_f,228.5591244745347,in
3,2017,21740,ess_f,61.675892591221825,in
3,2019,21740,ess_f,362.6941059439539,in
3,2021,21740,ess_f,200.00094006422407,in
3,2017,30060,ess_f,277.81313634309987,in
3,2019,30060,ess_f,2054.0334012399953,in
3,2021,30060,ess_f,372.0506440020825,in
3,2017,10110,ess_m,1081.8900540439947,in
3,2019,10110,ess_m,2227.5497295730665,in
3,2021,10110,ess_m,937.6179498949148,in
3,2017,10130,ess_m,924.4667907021412,in
3,2019,10130,ess_m,1713.6569471435216,in
3,2021,10130,ess_m,1424.0323614243052,in
3,2017,10180,ess_m,447.69941055745056,in
3,2019,10180,ess_m,544.0980597004465,in
3,2021,10180,ess_m,742.4974214369638,in
3,2017,10200,ess_m,377.2879062853607,in
3,2019,10200,ess_m,2467.440173033756,in
3,2021,10200,ess_m,1642.5909477530724,in
3,2017,10261,ess_m,434.872825909324,in
3,2019,10261,ess_m,271.9375517391383,in
3,2021,10261,ess_m,270.3031292844837,in
3,2017,10262,ess_m,494.1205573859243,in
3,2019,10262,ess_m,681.6464003096955,in
3,2021,10262,ess_m,445.704420614332,in
3,2017,20510,ess_m,160.1886862293304,in
3,2019,20510,ess_m,1650.6883208735007,in
3,2021,20510,ess_m,927.6699167576678,in
3,2017,21720,ess_m,622.0423500339791,in
3,2019,21720,ess_m,196.14667670149063,in
3,2021,21720,ess_m,281.3473733091694,in
3,2017,21740,ess_m,45.18601950300897,in
3,2019,21740,ess_m,169.83905115328588,in
3,2021,21740,ess_m,189.97172863610305,in
3,2017,30060,ess_m,395.8686261439855,in
3,2019,30060,ess_m,955.2999622912248,in
3,2021,30060,ess_m,478.79398217865395,in
3,2017,10110,ess_t,3368.61118550222,in
3,2019,10110,ess_t,3304.4510528229102,in
3,2021,10110,ess_t,3938.6687099915152,in
3,2017,10130,ess_t,2364.3642863360815,in
3,2019,10130,ess_t,2491.0160013800937,in
3,2021,10130,ess_t,2400.9644853746427,in
3,2017,10180,ess_t,866.9802893478638,in
3,2019,10180,ess_t,865.0730250016805,in
3,2021,10180,ess_t,985.61394344652,in
3,2017,10200,ess_t,1076.5234345485728,in
3,2019,10200,ess_t,3696.09004081646,in
3,2021,10200,ess_t,3535.92252179113,in
3,2017,10261,ess_t,1030.2024573516142,in
3,2019,10261,ess_t,951.9949884954152,in
3,2021,10261,ess_t,332.3563828365692,in
3,2017,10262,ess_t,1163.81772217579,in
3,2019,10262,ess_t,3288.7345656926273,in
3,2021,10262,ess_t,2870.3906800239283,in
3,2017,20510,ess_t,159.86202572761255,in
3,2019,20510,ess_t,3126.1349600595663,in
3,2021,20510,ess_t,871.0270236659708,in
3,2017,21720,ess_t,1468.1463511558873,in
3,2019,21720,ess_t,301.62835083719557,in
3,2021,21720,ess_t,466.60562173946454,in
3,2017,21740,ess_t,60.80268740380473,in
3,2019,21740,ess_t,148.18300031199917,in
3,2021,21740,ess_t,231.79886709474312,in
3,2017,30060,ess_t,199.62918048391947,in
3,2019,30060,ess_t,1475.602363357626,in
3,2021,30060,ess_t,1413.91907092445,in
4,2017,10110,ess_f,2073.281445579319,in
4,2019,10110,ess_f,2446.372749040852,in
4,2021,10110,ess_f,4591.103365001023,in
4,2017,10130,ess_f,1424.87910466858,in
4,2019,10130,ess_f,753.1226301037526,in
4,2021,10130,ess_f,1657.554575143933,in
4,2017,10180,ess_f,399.1327980202467,in
4,2019,10180,ess_f,542.2357707221279,in
4,2021,10180,ess_f,370.31146281895394,in
4,2017,10200,ess_f,565.0463127896311,in
4,2019,10200,ess_f,1209.694869447959,in
4,2021,10200,ess_f,2343.5964914892193,in
4,2017,10261,ess_f,501.9795196810959,in
4,2019,10261,ess_f,1395.8742684249005,in
4,2021,10261,ess_f,256.4047879380217,in
4,2017,10262,ess_f,1058.9674584609727,in
4,2019,10262,ess_f,1957.586106771923,in
4,2021,10262,ess_f,2341.629785561326,in
4,2017,20510,ess_f,439.241628749554,in
4,2019,20510,ess_f,1192.8766156245758,in
4,2021,20510,ess_f,1519.2595065831565,in
4,2017,21720,ess_f,526.8508270139482,in
4,2019,21720,ess_f,164.0219795685017,in
4,2021,21720,ess_f,864.0560710480756,in
4,2017,21740,ess_f,164.56862810611565,in
4,2019,21740,ess_f,447.506066344823,in
4,2021,21740,ess_f,622.5176561932345,in
4,2017,30060,ess_f,57.43087591584085,in
4,2019,30060,ess_f,1522.2193354581138,in
4,2021,30060,ess_f,205.26630840665672,in
4,2017,10110,ess_m,987.955048897247,in
4,2019,10110,ess_m,1624.6474470990177,in
4,2021,10110,ess_m,1617.6675589207482,in
4,2017,10130,ess_m,1357.2054156398856,in
4,2019,10130,ess_m,1441.4649578276792,in
4,2021,10130,ess_m,2224.734903336493,in
4,2017,10180,ess_m,150.08062237587657,in
4,2019,10180,ess_m,388.30540900717375,in
4,2021,10180,ess_m,724.7638775355043,in
4,2017,10200,ess_m,775.3847306560984,in
4,2019,10200,ess_m,944.2717740924472,in
4,2021,10200,ess_m,1606.6294365840768,in
4,2017,10261,ess_m,398.7005682646364,in
