sim,year,species_code,ess,value,in_out
1,2017,10110,ess_f,1778.395257427736,in
1,2019,10110,ess_f,3823.2216035245106,in
1,2021,10110,ess_f,3586.079602293988,in
1,2017,10130,ess_f,962.1476343645622,in
1,2019,10130,ess_f,539.7987553909703,in
1,2021,10130,ess_f,653.8789523448314,in
1,2017,10180,ess_f,283.1532891170387,in
1,2019,10180,ess_f,397.1358926873265,in
1,2021,10180,ess_f,420.1691474557848,in
1,2017,10200,ess_f,1271.8774562797562,in
1,2019,10200,ess_f,1512.0914591334342,in
1,2021,10200,ess_f,1002.3653452997078,in
1,2017,10261,ess_f,865.4460664990721,in
1,2019,10261,ess_f,301.2511866447184,in
1,2021,10261,ess_f,240.699819699656,in
1,2017,10262,ess_f,613.5362187604192,in
1,2019,10262,ess_f,1277.3135212210389,in
1,2021,10262,ess_f,1670.1034940519296,in
1,2017,20510,ess_f,381.97999124732473,in
1,2019,20510,ess_f,966.19148053919,in
1,2021,20510,ess_f,799.847639931973,in
1,2017,21720,ess_f,484.5282704384847,in
1,2019,21720,ess_f,254.22132355694117,in
1,2021,21720,ess_f,969.4247719829034,in
1,2017,21740,ess_f,131.14786700444677,in
1,2019,21740,ess_f,484.1299315683543,in
1,2021,21740,ess_f,273.2583808168851,in
1,2017,30060,ess_f,454.3884904647139,in
1,2019,30060,ess_f,661.6441305007238,in
1,2021,30060,ess_f,75.32458248612262,in
1,2017,10110,ess_m,1449.686824836574,in
1,2019,10110,ess_m,2135.465085935909,in
1,2021,10110,ess_m,3529.6626842047763,in
1,2017,10130,ess_m,1362.0374050135097,in
1,2019,10130,ess_m,554.1971622842638,in
1,2021,10130,ess_m,794.4633461172035,in
1,2017,10180,ess_m,721.6541855633378,in
1,2019,10180,ess_m,532.7641948348034,in
1,2021,10180,ess_m,382.2393420011462,in
1,2017,10200,ess_m,836.2032263186657,in
1,2019,10200,ess_m,494.16592259655823,in
1,2021,10200,ess_m,808.1508079887075,in
1,2017,10261,ess_m,445.8668561363036,in
1,2019,10261,ess_m,245.09265935164905,in
1,2021,10261,ess_m,243.4790159004836,in
1,2017,10262,ess_m,318.87634900625864,in
1,2019,10262,ess_m,556.2125687302652,in
1,2021,10262,ess_m,1452.467302056864,in
1,2017,20510,ess_m,574.6583047020226,in
1,2019,20510,ess_m,3059.415600091619,in
1,2021,20510,ess_m,875.8879019928265,in
1,2017,21720,ess_m,431.6399324614284,in
1,2019,21720,ess_m,340.88169497208963,in
1,2021,21720,ess_m,901.9368460493592,in
1,2017,21740,ess_m,274.34238536665293,in
1,2019,21740,ess_m,269.22591224932256,in
1,2021,21740,ess_m,202.75639092463257,in
1,2017,30060,ess_m,1201.957440831551,in
1,2019,30060,ess_m,316.22805271617284,in
1,2021,30060,ess_m,96.93077069041156,in
1,2017,10110,ess_t,4362.992203957106,in
1,2019,10110,ess_t,11430.281367943722,in
1,2021,10110,ess_t,5149.848453214856,in
1,2017,10130,ess_t,2718.6222457211456,in
1,2019,10130,ess_t,706.0003722183083,in
1,2021,10130,ess_t,1286.2206206466522,in
1,2017,10180,ess_t,775.3657988133365,in
1,2019,10180,ess_t,702.895123949998,in
1,2021,10180,ess_t,781.8005942583363,in
1,2017,10200,ess_t,1510.7403185299952,in
1,2019,10200,ess_t,805.5055352320303,in
1,2021,10200,ess_t,2194.93299571344,in
1,2017,10261,ess_t,1345.3542540468188,in
1,2019,10261,ess_t,512.891013504103,in
1,2021,10261,ess_t,498.07827946166026,in
1,2017,10262,ess_t,1070.406539120365,in
1,2019,10262,ess_t,1734.5213753177454,in
1,2021,10262,ess_t,2193.7974885289655,in
1,2017,20510,ess_t,203.75950228130097,in
1,2019,20510,ess_t,2899.0137776830456,in
1,2021,20510,ess_t,1100.0502676675487,in
1,2017,21720,ess_t,770.3055675589937,in
1,2019,21720,ess_t,660.745483878677,in
1,2021,21720,ess_t,2354.266603408981,in
1,2017,21740,ess_t,121.14708850019036,in
1,2019,21740,ess_t,137.76961073251098,in
1,2021,21740,ess_t,427.7882329064939,in
1,2017,30060,ess_t,676.937260693106,in
1,2019,30060,ess_t,1020.9354531358674,in
1,2021,30060,ess_t,81.22109640799415,in
2,2017,10110,ess_f,524.2208733602914,in
2,2019,10110,ess_f,4130.118088306939,in
2,2021,10110,ess_f,1270.568293453318,in
2,2017,10130,ess_f,664.8624427078388,in
2,2019,10130,ess_f,553.017481917198,in
2,2021,10130,ess_f,1210.8628031139028,in
2,2017,10180,ess_f,567.5442022825761,in
2,2019,10180,ess_f,460.354061023763,in
2,2021,10180,ess_f,423.8917432088998,in
2,2017,10200,ess_f,1280.780304409765,in
2,2019,10200,ess_f,1129.085913913307,in
2,2021,10200,ess_f,1606.2217170896229,in
2,2017,10261,ess_f,1158.4149142997246,in
2,2019,10261,ess_f,650.8753545050461,in
2,2021,10261,ess_f,429.91804071552787,in
2,2017,10262,ess_f,1709.437722215972,in
2,2019,10262,ess_f,749.900246220647,in
2,2021,10262,ess_f,1113.1385458994714,in
2,2017,20510,ess_f,198.1042119776465,in
2,2019,20510,ess_f,1032.1652103054084,in
2,2021,20510,ess_f,779.0635321474748,in
2,2017,21720,ess_f,605.9847827223178,in
2,2019,21720,ess_f,385.3258775027731,in
2,2021,21720,ess_f,605.110531620004,in
2,2017,21740,ess_f,162.27706430898138,in
2,2019,21740,ess_f,839.8883198402199,in
2,2021,21740,ess_f,193.66754049958377,in
2,2017,30060,ess_f,257.5537067087787,in
2,2019,30060,ess_f,2331.387522639727,in
2,2021,30060,ess_f,184.44727517269783,in
2,2017,10110,ess_m,814.0720163388233,in
2,2019,10110,ess_m,1363.592022405344,in
2,2021,10110,ess_m,656.6578241270106,in
2,2017,10130,ess_m,1999.5158160505396,in
