sim,year,species_code,ess,value,in_out
1,2017,10110,ess_f,1249.0199677580993,in
1,2018,10110,ess_f,700.3578117075542,in
1,2019,10110,ess_f,1316.6348780696437,in
1,2021,10110,ess_f,1650.9730470603988,in
1,2017,10112,ess_f,364.519611055964,in
1,2018,10112,ess_f,437.36908248214047,in
1,2019,10112,ess_f,445.52015887484873,in
1,2021,10112,ess_f,210.90821590924884,in
1,2017,10115,ess_f,99.57570343929211,in
1,2018,10115,ess_f,66.22375897634842,in
1,2019,10115,ess_f,101.44514626720897,in
1,2021,10115,ess_f,57.92514569418829,in
1,2017,10130,ess_f,616.2342440884772,in
1,2018,10130,ess_f,1400.0913417351278,in
1,2019,10130,ess_f,3602.709013837752,in
1,2021,10130,ess_f,1055.2479752828133,in
1,2017,10210,ess_f,970.1687770376018,in
1,2018,10210,ess_f,1519.2793547095496,in
1,2019,10210,ess_f,732.1482859411349,in
1,2021,10210,ess_f,1072.503169544678,in
1,2017,10261,ess_f,334.38005348846576,in
1,2018,10261,ess_f,1967.7439808359309,in
1,2019,10261,ess_f,2459.8141170532135,in
1,2021,10261,ess_f,1477.703242188525,in
1,2017,10285,ess_f,1207.369409993002,in
1,2018,10285,ess_f,2220.663219083291,in
1,2019,10285,ess_f,652.5116637775396,in
1,2021,10285,ess_f,1573.9042607713016,in
1,2017,21720,ess_f,1475.9133243076587,in
1,2018,21720,ess_f,1520.3601969380977,in
1,2019,21720,ess_f,337.2099395668045,in
1,2021,21720,ess_f,2095.3985411566946,in
1,2017,21740,ess_f,432.6100892074511,in
1,2018,21740,ess_f,201.87812660005656,in
1,2019,21740,ess_f,511.6574288680395,in
1,2021,21740,ess_f,301.6070871151371,in
1,2017,30060,ess_f,59.33799892935689,in
1,2018,30060,ess_f,120.1331803334049,in
1,2019,30060,ess_f,13.888385446781403,in
1,2021,30060,ess_f,113.37769011880324,in
1,2017,10110,ess_m,699.7096189831881,in
1,2018,10110,ess_m,364.0742818520343,in
1,2019,10110,ess_m,1215.7147872360094,in
1,2021,10110,ess_m,1856.274857024739,in
1,2017,10112,ess_m,373.31049063384404,in
1,2018,10112,ess_m,481.41556586507363,in
1,2019,10112,ess_m,230.31222547770847,in
1,2021,10112,ess_m,323.3070755032827,in
1,2017,10115,ess_m,51.067805449966826,in
1,2018,10115,ess_m,38.86440678549536,in
1,2019,10115,ess_m,27.499675355651085,in
1,2021,10115,ess_m,11.267214334365566,in
1,2017,10130,ess_m,914.296211130612,in
1,2018,10130,ess_m,1192.9061482298262,in
1,2019,10130,ess_m,2245.8507771688996,in
1,2021,10130,ess_m,1253.854935325997,in
1,2017,10210,ess_m,1231.5802450553706,in
1,2018,10210,ess_m,1405.2850372185899,in
1,2019,10210,ess_m,1157.9891542546143,in
1,2021,10210,ess_m,1115.982309993965,in
1,2017,10261,ess_m,421.45944571858905,in
1,2018,10261,ess_m,1049.803871700905,in
1,2019,10261,ess_m,845.7438309673561,in
1,2021,10261,ess_m,1255.1150647406223,in
1,2017,10285,ess_m,1328.8194903986118,in
1,2018,10285,ess_m,1261.1657946532553,in
1,2019,10285,ess_m,804.0968032432968,in
1,2021,10285,ess_m,1157.6826771572612,in
1,2017,21720,ess_m,1010.6714625921984,in
1,2018,21720,ess_m,958.9216943356746,in
1,2019,21720,ess_m,267.4454823326459,in
1,2021,21720,ess_m,2028.9919246259642,in
1,2017,21740,ess_m,529.6292296780159,in
1,2018,21740,ess_m,175.89635198405813,in
1,2019,21740,ess_m,599.9788967984324,in
1,2021,21740,ess_m,301.20230078456973,in
1,2017,30060,ess_m,76.52873890824212,in
1,2018,30060,ess_m,77.4852445736893,in
1,2019,30060,ess_m,20.70774679517314,in
1,2021,30060,ess_m,51.68400619320571,in
1,2017,10110,ess_t,3784.8428143244946,in
1,2018,10110,ess_t,1187.8877749937076,in
1,2019,10110,ess_t,5563.196130454524,in
1,2021,10110,ess_t,3203.153012118688,in
1,2017,10112,ess_t,712.9164294160838,in
1,2018,10112,ess_t,978.7368782216141,in
1,2019,10112,ess_t,558.2605820608554,in
1,2021,10112,ess_t,547.040091018295,in
1,2017,10115,ess_t,127.18629264924499,in
1,2018,10115,ess_t,99.0749606460707,in
1,2019,10115,ess_t,112.42656695395581,in
1,2021,10115,ess_t,71.85240284419156,in
1,2017,10130,ess_t,3369.2306005382543,in
1,2018,10130,ess_t,5202.119848914543,in
1,2019,10130,ess_t,4215.1268178050195,in
1,2021,10130,ess_t,4121.51557899411,in
1,2017,10210,ess_t,1987.532292002161,in
1,2018,10210,ess_t,399.23663411267887,in
1,2019,10210,ess_t,1405.4055105278205,in
1,2021,10210,ess_t,2737.5308104459887,in
1,2017,10261,ess_t,2869.822345390427,in
1,2018,10261,ess_t,1597.1769142629817,in
1,2019,10261,ess_t,3294.402501673051,in
1,2021,10261,ess_t,3138.114663339307,in
1,2017,10285,ess_t,2743.1330176037095,in
1,2018,10285,ess_t,1141.1481452613589,in
1,2019,10285,ess_t,798.6235962384052,in
1,2021,10285,ess_t,2514.5704503223546,in
1,2017,21720,ess_t,2954.7246152397333,in
1,2018,21720,ess_t,3030.9095156767603,in
1,2019,21720,ess_t,4319.988009598145,in
1,2021,21720,ess_t,2880.2265594888254,in
1,2017,21740,ess_t,5176.189425623953,in
1,2018,21740,ess_t,279.4797458687348,in
1,2019,21740,ess_t,4001.1074395843248,in
1,2021,21740,ess_t,2085.8886944395717,in
1,2017,30060,ess_t,146.9593973144927,in
1,2018,30060,ess_t,342.8473346598815,in
1,2019,30060,ess_t,32.09098428404262,in
1,2021,30060,ess_t,96.68495434986062,in
2,2017,10110,ess_f,1643.50780245526,in
2,2018,10110,ess_f,1703.138180260585,in
2,2019,10110,ess_f,1511.8245679383156,in
2,2021,10110,ess_f,1955.6185401439625,in
2,2017,10112,ess_f,424.8673073611208,in
2,2018,10112,ess_f,314.4866425321664,in
2,2019,10112,ess_f,214.37515697969312,in
2,2021,10112,ess_f,418.8208687567462,in
2,2017,10115,ess_f,67.1339681016325,in
2,2018,10115,ess_f,89.88623616597827,in
2,2019,10115,ess_f,116.28419889697743,in
2,2021,10115,ess_f,38.92371913798329,in
2,2017,10130,ess_f,1125.0583525140773,in
2,2018,10130,ess_f,1465.1708421680505,in
2,2019,10130,ess_f,1030.7726945307536,in
2,2021,10130,ess_f,1242.3861459293976,in
2,2017,10210,ess_f,2315.319300502134,in
2,2018,10210,ess_f,2185.4418202482684,in
2,2019,10210,ess_f,2248.529989012242,in
2,2021,10210,ess_f,1244.6928052007604,in
2,2017,10261,ess_f,408.47376778958517,in
2,2018,10261,ess_f,1993.4507263919334,in
2,2019,10261,ess_f,1471.8296623662368,in
2,2021,10261,ess_f,1304.754595406898,in
2,2017,10285,ess_f,588.4084727333889,in
2,2018,10285,ess_f,1833.174857688797,in
2,2019,10285,ess_f,1759.2155975292296,in
2,2021,10285,ess_f,898.7156887740829,in
2,2017,21720,ess_f,1695.4945102912027,in
2,2018,21720,ess_f,981.8478370498752,in
2,2019,21720,ess_f,255.55436678783647,in
2,2021,21720,ess_f,2599.7644127191174,in
2,2017,21740,ess_f,389.677300674426,in
2,2018,21740,ess_f,443.70068685754774,in
2,2019,21740,ess_f,385.6534388447464,in
2,2021,21740,ess_f,401.66432925032234,in
2,2017,30060,ess_f,93.4118019739797,in
2,2018,30060,ess_f,114.7028298543395,in
2,2019,30060,ess_f,21.6163504280374,in
2,2021,30060,ess_f,60.67639587672319,in
2,2017,10110,ess_m,692.5987744182337,in
2,2018,10110,ess_m,526.6130704350727,in
2,2019,10110,ess_m,1728.729876972938,in
2,2021,10110,ess_m,1196.0411755528646,in
2,2017,10112,ess_m,249.99928501022714,in
2,2018,10112,ess_m,361.83339136654297,in
2,2019,10112,ess_m,343.26364444617394,in
2,2021,10112,ess_m,390.6400982346594,in
2,2017,10115,ess_m,93.69190340878174,in
2,2018,10115,ess_m,44.30573169873634,in
2,2019,10115,ess_m,20.941348522602418,in
2,2021,10115,ess_m,47.483909123187395,in
